date,doc_id,sentence_id,original_sentence,pos_tagged,tokenized
20240131,240131_bond_shinhan_1.txt,1,"Basel III Endgame 규제 1H확정, 년 시행 유력 작년 7월 미국의 3대 연방은행기관 - 연준, 연방예금보험공사, 통화감독청 – 은 자본 규제 범위를 1,억달러 이 상 은행 및 은행 지주로 확대하고, 운영위험 등에 대해서도 자 본을 쌓도록 하는 Basel III 최종안을 공개했다.","[('Basel', 'SL'), ('III', 'SL'), ('Endgame', 'SL'), ('규제', 'NNG'), ('1', 'SN'), ('H', 'SL'), ('확정', 'NNG'), (',', 'SC'), ('년', 'NNB'), ('시행', 'NNG'), ('유력', 'NNG'), ('작년', 'NNG'), ('7', 'SN'), ('월', 'NNBC'), ('미국', 'NNG'), ('의', 'JKG'), ('3', 'SN'), ('대', 'NNBC'), ('연방은행', 'NNP'), ('기관', 'NNG'), ('-', 'SY'), ('연준', 'NNG'), (',', 'SC'), ('연방예금보험공사', 'NNG'), (',', 'SC'), ('통화', 'NNG'), ('감독청', 'NNG'), ('–', 'SY'), ('은', 'JX'), ('자본', 'NNG'), ('규제', 'NNG'), ('범위', 'NNG'), ('를', 'JKO'), ('1', 'SN'), (',', 'SC'), ('억', 'NR'), ('달러', 'NNG'), ('이', 'JKS'), ('상', 'NNG'), ('은행', 'NNG'), ('및', 'MAJ'), ('은행', 'NNG'), ('지주', 'NNG'), ('로', 'JKB'), ('확대', 'NNG'), ('하', 'XSV'), ('고', 'EC'), (',', 'SC'), ('운영위험', 'NNG'), ('등', 'NNB'), ('에', 'JKB'), ('대해서', 'VV'), ('도', 'JX'), ('자본', 'NNG'), ('을', 'JKO'), ('쌓', 'VV'), ('도록', 'EC'), ('하', 'VV'), ('는', 'ETM'), ('Basel', 'SL'), ('III', 'SL'), ('최종안', 'NNG'), ('을', 'JKO'), ('공개', 'NNG'), ('했', 'XSV'), ('다', 'EF'), ('.', 'SF')]","['Basel', 'III', 'Endgame', '규제', '1', 'H', '확정', ',', '년', '시행', '유력', '작년', '7', '월', '미국', '의', '3', '대', '연방은행', '기관', '-', '연준', ',', '연방예금보험공사', ',', '통화', '감독청', '–', '은', '자본', '규제', '범위', '를', '1', ',', '억', '달러', '이', '상', '은행', '및', '은행', '지주', '로', '확대', '하', '고', ',', '운영위험', '등', '에', '대해서', '도', '자본', '을', '쌓', '도록', '하', '는', 'Basel', 'III', '최종안', '을', '공개', '했', '다', '.']"
20240131,240131_bond_shinhan_1.txt,2,"금융당국에 따르면, B3E 도입으로 JP Morgan, Bank of America, Goldman Sachs 등 시스템적으로 중요한 글로벌 은행의 요구 자본은 약 % 증 가하게 된다.","[('금융당국', 'NNG'), ('에', 'JKB'), ('따르', 'VV'), ('면', 'EC'), (',', 'SC'), ('B', 'SL'), ('3', 'SN'), ('E', 'SL'), ('도입', 'NNG'), ('으로', 'JKB'), ('JP', 'SL'), ('Morgan', 'SL'), (',', 'SC'), ('Bank', 'SL'), ('of', 'SL'), ('America', 'SL'), (',', 'SC'), ('GoldmanSachs', 'NNP'), ('등', 'NNB'), ('시스템', 'NNG'), ('적', 'XSN'), ('으로', 'JKB'), ('중요', 'NNG'), ('한', 'XSA'), ('글로벌', 'NNG'), ('은행', 'NNG'), ('의', 'JKG'), ('요구자본', 'NNG'), ('은', 'JX'), ('약', 'NNG'), ('%', 'SY'), ('증', 'NNG'), ('가하', 'VV'), ('게', 'EC'), ('된다', 'VV'), ('.', 'SF')]","['금융당국', '에', '따르', '면', ',', 'B', '3', 'E', '도입', '으로', 'JP', 'Morgan', ',', 'Bank', 'of', 'America', ',', 'GoldmanSachs', '등', '시스템', '적', '으로', '중요', '한', '글로벌', '은행', '의', '요구자본', '은', '약', '%', '증', '가하', '게', '된다', '.']"
20240131,240131_bond_shinhan_1.txt,3,"총 자산 규모 2,억달러 이상 은행은 % 증가, 1,~2,억달러 내외 은행은 5% 내외 증가를 예상하고 있다.","[('총', 'MM'), ('자산', 'NNG'), ('규모', 'NNG'), ('2', 'SN'), (',', 'SC'), ('억', 'NR'), ('달러', 'NNG'), ('이상', 'NNG'), ('은행', 'NNG'), ('은', 'JX'), ('%', 'SY'), ('증가', 'NNG'), (',', 'SC'), ('1', 'SN'), (',', 'SC'), ('~', 'SY'), ('2', 'SN'), (',', 'SC'), ('억', 'NR'), ('달러', 'NNG'), ('내외', 'NNG'), ('은행', 'NNG'), ('은', 'JX'), ('5', 'SN'), ('%', 'SY'), ('내외', 'NNG'), ('증가', 'NNG'), ('를', 'JKO'), ('예상', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('있', 'VX'), ('다', 'EF'), ('.', 'SF')]","['총', '자산', '규모', '2', ',', '억', '달러', '이상', '은행', '은', '%', '증가', ',', '1', ',', '~', '2', ',', '억', '달러', '내외', '은행', '은', '5', '%', '내외', '증가', '를', '예상', '하', '고', '있', '다', '.']"
20240131,240131_bond_shinhan_1.txt,4,"연준 금융 감독 부의장 Michael Barr는 대출 포트폴리오는 평균 3bp 정도의 요 구 자본 증가가 필요한 반면, 대량의 자본 적립은 트레이딩 및 투자 활동에서 비 롯될 것이라고 밝혔다.","[('연준', 'NNG'), ('금융', 'NNG'), ('감독', 'NNG'), ('부의장', 'NNG'), ('Michael', 'SL'), ('Barr', 'SL'), ('는', 'JX'), ('대출포트폴리오', 'NNG'), ('는', 'JX'), ('평균', 'NNG'), ('3', 'SN'), ('bp', 'SL'), ('정도', 'NNG'), ('의', 'JKG'), ('요구자본', 'NNG'), ('증가', 'NNG'), ('가', 'JKS'), ('필요', 'NNG'), ('한', 'XSA'), ('반면', 'NNG'), (',', 'SC'), ('대량', 'NNG'), ('의', 'JKG'), ('자본', 'NNG'), ('적립', 'NNG'), ('은', 'JX'), ('트레이딩', 'NNP'), ('및', 'MAJ'), ('투자', 'NNG'), ('활동', 'NNG'), ('에서', 'JKB'), ('비', 'NNG'), ('롯', 'NNP'), ('될', 'VV'), ('것', 'NNB'), ('이', 'VCP'), ('라고', 'EC'), ('밝혔', 'VV'), ('다', 'EF'), ('.', 'SF')]","['연준', '금융', '감독', '부의장', 'Michael', 'Barr', '는', '대출포트폴리오', '는', '평균', '3', 'bp', '정도', '의', '요구자본', '증가', '가', '필요', '한', '반면', ',', '대량', '의', '자본', '적립', '은', '트레이딩', '및', '투자', '활동', '에서', '비', '롯', '될', '것', '이', '라고', '밝혔', '다', '.']"
20240131,240131_bond_shinhan_1.txt,5,"그는 이번 규제 강화로 은행의 모기지, 세금 자산화 투자 .","[('그', 'NP'), ('는', 'JX'), ('이번', 'NNG'), ('규제', 'NNG'), ('강화', 'NNG'), ('로', 'JKB'), ('은행', 'NNG'), ('의', 'JKG'), ('모기지', 'NNG'), (',', 'SC'), ('세금', 'NNG'), ('자산', 'NNG'), ('화', 'XSN'), ('투자', 'NNG'), ('.', 'SF')]","['그', '는', '이번', '규제', '강화', '로', '은행', '의', '모기지', ',', '세금', '자산', '화', '투자', '.']"
20240131,240131_bond_shinhan_1.txt,6,"트레이딩, 수수료수익에 대한 리스크가 과대 계상될 가 능성을 인지하고 있지만, 비용 대비 효익이 현저히 크다는 입장을 유지하고 있다.","[('트레이딩', 'NNP'), (',', 'SC'), ('수수료', 'NNG'), ('수익', 'NNG'), ('에', 'JKB'), ('대한', 'VV'), ('리스크', 'NNG'), ('가', 'JKS'), ('과대계상', 'NNG'), ('될', 'XSV'), ('가능성', 'NNG'), ('을', 'JKO'), ('인지', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('있', 'VX'), ('지만', 'EC'), (',', 'SC'), ('비용', 'NNG'), ('대비', 'NNG'), ('효익', 'NNG'), ('이', 'JKS'), ('현저히', 'MAG'), ('크', 'VA'), ('다는', 'ETM'), ('입장', 'NNG'), ('을', 'JKO'), ('유지', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('있', 'VX'), ('다', 'EF'), ('.', 'SF')]","['트레이딩', ',', '수수료', '수익', '에', '대한', '리스크', '가', '과대계상', '될', '가능성', '을', '인지', '하', '고', '있', '지만', ',', '비용', '대비', '효익', '이', '현저히', '크', '다는', '입장', '을', '유지', '하', '고', '있', '다', '.']"
20240131,240131_bond_shinhan_1.txt,7,이 가운데 주목할만한 대목은 세금 자산화 투자에 관한 것이다.,"[('이', 'MM'), ('가운데', 'NNG'), ('주목', 'NNG'), ('할', 'XSV'), ('만', 'NNB'), ('한', 'XSA'), ('대목', 'NNG'), ('은', 'JX'), ('세금', 'NNG'), ('자산', 'NNG'), ('화', 'XSN'), ('투자', 'NNG'), ('에', 'JKB'), ('관한', 'VV'), ('것', 'NNB'), ('이', 'VCP'), ('다', 'EF'), ('.', 'SF')]","['이', '가운데', '주목', '할', '만', '한', '대목', '은', '세금', '자산', '화', '투자', '에', '관한', '것', '이', '다', '.']"
20240131,240131_bond_shinhan_1.txt,8,"세금 자산화란, 기업이 재생에너지 사업에 투자할 경우 이를 자산으로 인정해주고 세액 공제 를 해주는 제도이다.","[('세금', 'NNG'), ('자산', 'NNG'), ('화', 'XSN'), ('란', 'JX'), (',', 'SC'), ('기업', 'NNG'), ('이', 'JKS'), ('재생에너지', 'NNG'), ('사업', 'NNG'), ('에', 'JKB'), ('투자', 'NNG'), ('할', 'XSV'), ('경우', 'NNG'), ('이', 'NP'), ('를', 'JKO'), ('자산', 'NNG'), ('으로', 'JKB'), ('인정', 'NNG'), ('해', 'XSV'), ('주', 'VX'), ('고', 'EC'), ('세액공제', 'NNG'), ('를', 'JKO'), ('해', 'VV'), ('주', 'VX'), ('는', 'ETM'), ('제도', 'NNG'), ('이', 'VCP'), ('다', 'EF'), ('.', 'SF')]","['세금', '자산', '화', '란', ',', '기업', '이', '재생에너지', '사업', '에', '투자', '할', '경우', '이', '를', '자산', '으로', '인정', '해', '주', '고', '세액공제', '를', '해', '주', '는', '제도', '이', '다', '.']"
20240131,240131_bond_shinhan_1.txt,9,"예컨대, 미국 은행은 세금 자산화 투자를 통해 정부가 재생에너지 사업자에게 주는 세액공제액을 현금과 함께 배당받는다.","[('예컨대', 'MAG'), (',', 'SC'), ('미국', 'NNG'), ('은행', 'NNG'), ('은', 'JX'), ('세금', 'NNG'), ('자산', 'NNG'), ('화', 'XSN'), ('투자', 'NNG'), ('를', 'JKO'), ('통해', 'VV'), ('정부', 'NNG'), ('가', 'JKS'), ('재생에너지', 'NNG'), ('사업자', 'NNG'), ('에게', 'JKB'), ('주', 'VV'), ('는', 'ETM'), ('세액', 'NNG'), ('공제액', 'NNG'), ('을', 'JKO'), ('현금', 'NNG'), ('과', 'JKB'), ('함께', 'MAG'), ('배당', 'NNG'), ('받', 'VV'), ('는다', 'EF'), ('.', 'SF')]","['예컨대', ',', '미국', '은행', '은', '세금', '자산', '화', '투자', '를', '통해', '정부', '가', '재생에너지', '사업자', '에게', '주', '는', '세액', '공제액', '을', '현금', '과', '함께', '배당', '받', '는다', '.']"
20240131,240131_bond_shinhan_1.txt,10,Basel III Endgame 규제안 적용 시 조정 필요한 자본,"[('Basel', 'SL'), ('III', 'SL'), ('Endgame', 'SL'), ('규제안', 'NNG'), ('적용', 'NNG'), ('시', 'NNB'), ('조정', 'NNG'), ('필요', 'NNG'), ('한', 'XSA'), ('자본', 'NNG')]","['Basel', 'III', 'Endgame', '규제안', '적용', '시', '조정', '필요', '한', '자본']"
