(2010 경제 키워드)`출구전략` 한 발 더,이데일리,2010.01.01.,http://www.edaily.co.kr/news/newspath.asp?newsid=01108646592833456
(2010 시장 키워드)`문(門)`으로 향하다,이데일리,2010.01.01.,http://www.edaily.co.kr/news/newspath.asp?newsid=01134886592833456
(2010 시장 키워드)기로에 선 `커브 스티프닝`,이데일리,2010.01.01.,http://www.edaily.co.kr/news/newspath.asp?newsid=01144726592833456
(2010 시장 키워드)`캐리 트레이딩` 어디로,이데일리,2010.01.01.,http://www.edaily.co.kr/news/newspath.asp?newsid=01138166592833456
새해 주목해야할 '부동산 정책'은,아시아경제,2010.01.01.,http://www.asiae.co.kr/news/view.htm?idxno=2009123114444401582
은행 PB에게 듣는 새해 재테크 기상도(상),머니투데이,2010.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009123110055636048&outlink=1
"""경인년 2000시대 재도래"" 전망 우세",머니투데이,2010.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009123010483216774&outlink=1
환율 '1000~1200원' 85%...금리 '2%+알파' 인상론 대세,머니투데이,2010.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009123008070212301&outlink=1
"2010 첫 금통위, 기준금리는",머니투데이,2010.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009123115470149396&outlink=1
[신년사]신동규 은행연합회 회장,머니투데이,2010.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010010116565724414&outlink=1
"""재기의 한해 최악의 10년""",머니투데이,2010.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010010211514183659&outlink=1
"코스피, 2009년 한해 눈에 띈 점은?",아시아경제,2010.01.02.,http://www.asiae.co.kr/news/view.htm?idxno=2009123016061934813
"미 증시, 새해 첫 주 `고용지표`가 관건",이데일리,2010.01.03.,http://www.edaily.co.kr/news/newspath.asp?newsid=01111926592834112
"[곽중보 증시전망] 2010년, 첫 시작은 수익성보다 안정성에 초점",아시아경제,2010.01.03.,http://www.asiae.co.kr/news/view.htm?idxno=2010010301521200927
"올해 첫 韓 금통위, 금리 인상 신호 보낼까",머니투데이,2010.01.03.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010010310453316343&outlink=1
"블룸버그 ""인니 루피아, 한국 원화가 아시아 통화 강세 이끌어""",이투데이,2010.01.03.,http://www.etoday.kr/news/section/newsview.php?TM=news&SM=0399&idxno=279094
새해에도 주택대출 금리 부담은 쭉~,머니투데이,2010.01.03.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009123115380398915&outlink=1
은행권 새해부터 주택담보대출 금리 줄줄이 인상,이투데이,2010.01.03.,http://www.etoday.kr/news/section/newsview.php?TM=news&SM=0201&idxno=279116
[주간뉴욕전망] 새해 첫 출발은 신중하게,아시아경제,2010.01.03.,http://www.asiae.co.kr/news/view.htm?idxno=2010010315292507894
"신동규 은행연합회장 ""내실 경영 중점 둬야""",아시아경제,2010.01.04.,http://www.asiae.co.kr/news/view.htm?idxno=2010010406342740771
"""채권금리, 단기급등 따른 반작용 하락""",머니투데이,2010.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010010407484253678&outlink=1
"""수도권 집값 보합세, 최대변수 금리""",머니투데이,2010.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010010312283351566&outlink=1
"""채권, 금통위 불확실…투자심리 회복 어렵다""",머니투데이,2010.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010010408035691505&outlink=1
"선물사 국채선물 예상레인지 평균, 108.35~108.78",아시아경제,2010.01.04.,http://www.asiae.co.kr/news/view.htm?idxno=2010010408133240523
"NH證 ""1Q중 금리인상, 시장금리 하락모멘텀될수도""",이데일리,2010.01.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01207046592834440
은행 가계대출-기준금리차 9년만에 최고,이투데이,2010.01.04.,http://www.etoday.kr/news/section/newsview.php?TM=news&SM=0301&idxno=279161
"채권, '美 금리상승·금통위' 약세",머니투데이,2010.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010010408372614593&outlink=1
